Company Sp. z o.o.             Advance Tax Return: Report Date 01.01.2015 to 31.12.2999             Time 16:01:26     Date  27.04.2015
Warsaw            Ledger 0L                                                                   RUMUFDV01/S.PACZKOWSKA Page           1


		Output tax: Line items

			Type		DocumentNo		Reference		Pstng Date		Doc. Date	Rep. Date		Document Header Text		Customer		Business PartnerName		Name 2	Street	City	PostalCode	G/L	ISO	Tax Number 3	VAT Registration No.	Trs	Tx	Description	Rate	           Gross amount	        Tax base amount	 Output Tax Pay.	Tax acct
			RV		8100003361		1000003288		07.04.2015		07.04.2015	07.04.2015				52302720								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100003362		1000003291		07.04.2015		07.04.2015	07.04.2015				51919752								70700000				MWS	A8	Output tax 23%	 23,000	-1.037,00	-843,09	-193,91	44270000
			RV		8100003363		1000003292		07.04.2015		07.04.2015	07.04.2015				51994423								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100003363		1000003292		07.04.2015		07.04.2015	07.04.2015				51994423								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100003363		1000003292		07.04.2015		07.04.2015	07.04.2015				51994423								70700000				MWS	A8	Output tax 23%	 23,000	-39,00	-31,71	-7,29	44270000
			RV		8100003364		1000003290		07.04.2015		07.04.2015	07.04.2015				52031899								70700000				MWS	A8	Output tax 23%	 23,000	-38,90	-31,63	-7,27	44270000
			RV		8100003364		1000003290		07.04.2015		07.04.2015	07.04.2015				52031899								70700000				MWS	A8	Output tax 23%	 23,000	-29,90	-24,31	-5,59	44270000
			RV		8100003364		1000003290		07.04.2015		07.04.2015	07.04.2015				52031899								70700000				MWS	A8	Output tax 23%	 23,000	-335,00	-272,36	-62,64	44270000
			RV		8100003364		1000003290		07.04.2015		07.04.2015	07.04.2015				52031899								70700000				MWS	A8	Output tax 23%	 23,000	-247,00	-200,81	-46,19	44270000
			RV		8100003365		1000003294		07.04.2015		07.04.2015	07.04.2015				51996774								70700000				MWS	A8	Output tax 23%	 23,000	-89,00	-72,36	-16,64	44270000
			RV		8100003366		1000003296		07.04.2015		07.04.2015	07.04.2015				52300170								70700000				MWS	A8	Output tax 23%	 23,000	-87,99	-71,54	-16,45	44270000
			RV		8100003366		1000003296		07.04.2015		07.04.2015	07.04.2015				52300170								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100003367		1000003295		07.04.2015		07.04.2015	07.04.2015				51556930								70700000				MWS	A8	Output tax 23%	 23,000	-470,00	-382,11	-87,89	44270000
			RV		8100003368		1000003297		07.04.2015		07.04.2015	07.04.2015				51873456								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100003368		1000003297		07.04.2015		07.04.2015	07.04.2015				51873456								70700000				MWS	A8	Output tax 23%	 23,000	-67,98	-55,27	-12,71	44270000
			RV		8100003368		1000003297		07.04.2015		07.04.2015	07.04.2015				51873456								70700000				MWS	A8	Output tax 23%	 23,000	-27,99	-22,76	-5,23	44270000
			RV		8100003369		1000003298		07.04.2015		07.04.2015	07.04.2015				51466096								70700000			5212867841	MWS	A8	Output tax 23%	 23,000	-2.499,00	-2.031,71	-467,29	44270000
			RV		8100003369		1000003298		07.04.2015		07.04.2015	07.04.2015				51466096								70700000			5212867841	MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100003370		1000003299		07.04.2015		07.04.2015	07.04.2015				51755628								70700000				MWS	A8	Output tax 23%	 23,000	-102,00	-82,93	-19,07	44270000
			RV		8100003370		1000003299		07.04.2015		07.04.2015	07.04.2015				51755628								70700000				MWS	A2	Output tax 8%	  8,000	-139,00	-128,70	-10,30	44270000
			RV		8100003370		1000003299		07.04.2015		07.04.2015	07.04.2015				51755628								70700000				MWS	A8	Output tax 23%	 23,000	-67,99	-55,28	-12,71	44270000
			RV		8100003370		1000003299		07.04.2015		07.04.2015	07.04.2015				51755628								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100003371		1000003308		07.04.2015		07.04.2015	07.04.2015				52302572								70700000			532-128-76-92	MWS	A8	Output tax 23%	 23,000	-810,00	-658,54	-151,46	44270000
			RV		8100003371		1000003308		07.04.2015		07.04.2015	07.04.2015				52302572								70700000			532-128-76-92	MWS	A8	Output tax 23%	 23,000	-185,00	-150,41	-34,59	44270000
			RV		8100003371		1000003308		07.04.2015		07.04.2015	07.04.2015				52302572								70700000			532-128-76-92	MWS	A8	Output tax 23%	 23,000	-749,00	-608,94	-140,06	44270000
			RV		8100003371		1000003308		07.04.2015		07.04.2015	07.04.2015				52302572								70700000			532-128-76-92	MWS	A8	Output tax 23%	 23,000	-277,00	-225,20	-51,80	44270000
			RV		8100003372		1000003309		07.04.2015		07.04.2015	07.04.2015				52302578								70700000			1181725568	MWS	A8	Output tax 23%	 23,000	-61,00	-49,59	-11,41	44270000
			RV		8100003372		1000003309		07.04.2015		07.04.2015	07.04.2015				52302578								70700000			1181725568	MWS	A8	Output tax 23%	 23,000	-9,00	-7,32	-1,68	44270000
			RV		8100003372		1000003309		07.04.2015		07.04.2015	07.04.2015				52302578								70700000			1181725568	MWS	A8	Output tax 23%	 23,000	-8,00	-6,50	-1,50	44270000
			RV		8100003372		1000003309		07.04.2015		07.04.2015	07.04.2015				52302578								70700000			1181725568	MWS	A8	Output tax 23%	 23,000	-276,02	-224,40	-51,62	44270000
			RV		8100003372		1000003309		07.04.2015		07.04.2015	07.04.2015				52302578								70700000			1181725568	MWS	A8	Output tax 23%	 23,000	-27,00	-21,95	-5,05	44270000
			RV		8100003372		1000003309		07.04.2015		07.04.2015	07.04.2015				52302578								70700000			1181725568	MWS	A8	Output tax 23%	 23,000	-93,00	-75,61	-17,39	44270000
			RV		8100003373		1000003301		07.04.2015		07.04.2015	07.04.2015				51315598								70700000				MWS	A8	Output tax 23%	 23,000	-77,99	-63,41	-14,58	44270000
			RV		8100003373		1000003301		07.04.2015		07.04.2015	07.04.2015				51315598								70700000				MWS	A8	Output tax 23%	 23,000	-22,00	-17,89	-4,11	44270000
			RV		8100003374		1000003302		07.04.2015		07.04.2015	07.04.2015				50210990								70700000				MWS	A8	Output tax 23%	 23,000	-695,00	-565,04	-129,96	44270000
			RV		8100003374		1000003302		07.04.2015		07.04.2015	07.04.2015				50210990								70700000				MWS	A8	Output tax 23%	 23,000	-22,00	-17,89	-4,11	44270000
			RV		8100003375		1000003304		07.04.2015		07.04.2015	07.04.2015				51428483								70700000				MWS	A8	Output tax 23%	 23,000	-249,00	-202,44	-46,56	44270000
			RV		8100003376		1000003303		07.04.2015		07.04.2015	07.04.2015				51880249								70700000				MWS	A2	Output tax 8%	  8,000	-11,78	-10,91	-0,87	44270000
			RV		8100003376		1000003303		07.04.2015		07.04.2015	07.04.2015				51880249								70700000				MWS	A2	Output tax 8%	  8,000	-14,13	-13,08	-1,05	44270000
			RV		8100003376		1000003303		07.04.2015		07.04.2015	07.04.2015				51880249								70700000				MWS	A2	Output tax 8%	  8,000	-11,78	-10,90	-0,88	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-24,00	-19,51	-4,49	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-350,00	-284,55	-65,45	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-147,00	-119,51	-27,49	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-54,00	-43,90	-10,10	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-307,00	-249,59	-57,41	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-878,99	-714,63	-164,36	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-729,00	-592,68	-136,32	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-359,00	-291,87	-67,13	44270000
			RV		8100003377		1000003300		07.04.2015		07.04.2015	07.04.2015				51755254								70700000				MWS	A8	Output tax 23%	 23,000	-249,00	-202,44	-46,56	44270000
			RV		8100003378		1000003307		07.04.2015		07.04.2015	07.04.2015				52302570								70700000				MWS	A8	Output tax 23%	 23,000	-179,00	-145,53	-33,47	44270000
			RV		8100003379		1000003306		07.04.2015		07.04.2015	07.04.2015				51883574								70700000				MWS	A8	Output tax 23%	 23,000	-224,89	-182,84	-42,05	44270000
			RV		8100003379		1000003306		07.04.2015		07.04.2015	07.04.2015				51883574								70700000				MWS	A8	Output tax 23%	 23,000	-709,00	-576,42	-132,58	44270000
			RV		8100003380		1000003310		07.04.2015		07.04.2015	07.04.2015				52302592								70700000				MWS	A8	Output tax 23%	 23,000	-17,49	-14,22	-3,27	44270000
			RV		8100003380		1000003310		07.04.2015		07.04.2015	07.04.2015				52302592								70700000				MWS	A8	Output tax 23%	 23,000	-17,99	-14,63	-3,36	44270000
			RV		8100003380		1000003310		07.04.2015		07.04.2015	07.04.2015				52302592								70700000				MWS	A8	Output tax 23%	 23,000	-15,99	-13,00	-2,99	44270000
			RV		8100003380		1000003310		07.04.2015		07.04.2015	07.04.2015				52302592								70700000				MWS	A8	Output tax 23%	 23,000	-112,19	-91,21	-20,98	44270000
			RV		8100003381		1000003305		07.04.2015		07.04.2015	07.04.2015				51581246								70700000			6972126192	MWS	A8	Output tax 23%	 23,000	-20,00	-16,26	-3,74	44270000
			RV		8100003381		1000003305		07.04.2015		07.04.2015	07.04.2015				51581246								70700000			6972126192	MWS	A8	Output tax 23%	 23,000	-114,00	-92,68	-21,32	44270000
			RV		8100003381		1000003305		07.04.2015		07.04.2015	07.04.2015				51581246								70700000			6972126192	MWS	A8	Output tax 23%	 23,000	-26,99	-21,94	-5,05	44270000
			RV		8100003381		1000003305		07.04.2015		07.04.2015	07.04.2015				51581246								70700000			6972126192	MWS	A8	Output tax 23%	 23,000	-299,00	-243,09	-55,91	44270000
			RV		8100003382		1000003311		07.04.2015		07.04.2015	07.04.2015				51355133								70700000				MWS	A8	Output tax 23%	 23,000	-30,41	-24,72	-5,69	44270000
			RV		8100003383		1000003312		07.04.2015		07.04.2015	07.04.2015				51989438								70700000				MWS	A8	Output tax 23%	 23,000	-73,00	-59,35	-13,65	44270000
			RV		8100003384		1000003314		07.04.2015		07.04.2015	07.04.2015				51757557								70700000				MWS	A8	Output tax 23%	 23,000	-2.098,00	-1.705,69	-392,31	44270000
			RV		8100003385		1000003313		07.04.2015		07.04.2015	07.04.2015				51065319								70700000				MWS	A8	Output tax 23%	 23,000	-528,70	-429,84	-98,86	44270000
			RV		8100003386		1000003321		07.04.2015		07.04.2015	07.04.2015				51772665								70700000				MWS	A2	Output tax 8%	  8,000	-51,09	-47,31	-3,78	44270000
			RV		8100003387		1000003317		07.04.2015		07.04.2015	07.04.2015				52028559								70700000			9512388302	MWS	A8	Output tax 23%	 23,000	-779,21	-633,50	-145,71	44270000
			RV		8100003388		1000003315		07.04.2015		07.04.2015	07.04.2015				52302629								70700000				MWS	A8	Output tax 23%	 23,000	-43,00	-34,96	-8,04	44270000
			RV		8100003388		1000003315		07.04.2015		07.04.2015	07.04.2015				52302629								70700000				MWS	A8	Output tax 23%	 23,000	-38,49	-31,29	-7,20	44270000
			RV		8100003388		1000003315		07.04.2015		07.04.2015	07.04.2015				52302629								70700000				MWS	A8	Output tax 23%	 23,000	-23,99	-19,50	-4,49	44270000
			RV		8100003389		1000003319		07.04.2015		07.04.2015	07.04.2015				50177352								70700000				MWS	A8	Output tax 23%	 23,000	-393,19	-319,67	-73,52	44270000
			RV		8100003390		1000003316		07.04.2015		07.04.2015	07.04.2015				51861400								70700000				MWS	A8	Output tax 23%	 23,000	-140,99	-114,63	-26,36	44270000
			RV		8100003391		1000003318		07.04.2015		07.04.2015	07.04.2015				52014787								70700000				MWS	A8	Output tax 23%	 23,000	-245,00	-199,19	-45,81	44270000
			RV		8100003392		1000003320		07.04.2015		07.04.2015	07.04.2015				51613300								70700000				MWS	A8	Output tax 23%	 23,000	-49,00	-39,84	-9,16	44270000
			RV		8100003393		1000003322		07.04.2015		07.04.2015	07.04.2015				51642012								70700000				MWS	A8	Output tax 23%	 23,000	-62,90	-51,14	-11,76	44270000
			RV		8100003394		1000003324		07.04.2015		07.04.2015	07.04.2015				50200871								70700000				MWS	A8	Output tax 23%	 23,000	-699,01	-568,30	-130,71	44270000
			RV		8100003395		1000003323		07.04.2015		07.04.2015	07.04.2015				50750713								70700000				MWS	A8	Output tax 23%	 23,000	-76,79	-62,43	-14,36	44270000
			RV		8100003395		1000003323		07.04.2015		07.04.2015	07.04.2015				50750713								70700000				MWS	A8	Output tax 23%	 23,000	-29,99	-24,38	-5,61	44270000
			RV		8100003396		1000003325		07.04.2015		07.04.2015	07.04.2015				51836189								70700000				MWS	A8	Output tax 23%	 23,000	-14,00	-11,38	-2,62	44270000
			RV		8100003397		1000003327		07.04.2015		07.04.2015	07.04.2015				52302673								70700000				MWS	A8	Output tax 23%	 23,000	-1.649,00	-1.340,65	-308,35	44270000
			RV		8100003398		1000003326		07.04.2015		07.04.2015	07.04.2015				51820780								70700000				MWS	A8	Output tax 23%	 23,000	-28,00	-22,76	-5,24	44270000
			RV		8100003398		1000003326		07.04.2015		07.04.2015	07.04.2015				51820780								70700000				MWS	A8	Output tax 23%	 23,000	-75,98	-61,77	-14,21	44270000
			RV		8100003398		1000003326		07.04.2015		07.04.2015	07.04.2015				51820780								70700000				MWS	A2	Output tax 8%	  8,000	-31,98	-29,61	-2,37	44270000
			RV		8100003398		1000003326		07.04.2015		07.04.2015	07.04.2015				51820780								70700000				MWS	A8	Output tax 23%	 23,000	-74,49	-60,56	-13,93	44270000
			RV		8100003399		1000003328		07.04.2015		07.04.2015	07.04.2015				51993107								70700000				MWS	A2	Output tax 8%	  8,000	-143,98	-133,31	-10,67	44270000
			RV		8100003400		1000003329		07.04.2015		07.04.2015	07.04.2015				51892558								70700000				MWS	A8	Output tax 23%	 23,000	-299,00	-243,09	-55,91	44270000
			RV		8100003400		1000003329		07.04.2015		07.04.2015	07.04.2015				51892558								70700000				MWS	A8	Output tax 23%	 23,000	-87,00	-70,73	-16,27	44270000
			RV		8100003400		1000003329		07.04.2015		07.04.2015	07.04.2015				51892558								70700000				MWS	A8	Output tax 23%	 23,000	-239,00	-194,31	-44,69	44270000
			RV		8100003401		1000003332		07.04.2015		07.04.2015	07.04.2015				51668041								70700000				MWS	A2	Output tax 8%	  8,000	-159,00	-147,22	-11,78	44270000
			RV		8100003402		1000003335		07.04.2015		07.04.2015	07.04.2015				51467444								70700000			1181591470	MWS	A8	Output tax 23%	 23,000	-239,00	-194,31	-44,69	44270000
			RV		8100003403		1000003339		07.04.2015		07.04.2015	07.04.2015				51892423								70700000				MWS	A8	Output tax 23%	 23,000	-149,00	-121,14	-27,86	44270000
			RV		8100003404		1000003333		07.04.2015		07.04.2015	07.04.2015				51394490								70700000				MWS	A8	Output tax 23%	 23,000	-415,00	-337,40	-77,60	44270000
			RV		8100003405		1000003330		07.04.2015		07.04.2015	07.04.2015				51999315								70700000				MWS	A2	Output tax 8%	  8,000	-15,98	-14,79	-1,19	44270000
			RV		8100003405		1000003330		07.04.2015		07.04.2015	07.04.2015				51999315								70700000				MWS	A2	Output tax 8%	  8,000	-7,99	-7,40	-0,59	44270000
			RV		8100003405		1000003330		07.04.2015		07.04.2015	07.04.2015				51999315								70700000				MWS	A2	Output tax 8%	  8,000	-23,97	-22,19	-1,78	44270000
			RV		8100003406		1000003331		07.04.2015		07.04.2015	07.04.2015				51993071								70700000				MWS	A8	Output tax 23%	 23,000	-199,00	-161,79	-37,21	44270000
			RV		8100003406		1000003331		07.04.2015		07.04.2015	07.04.2015				51993071								70700000				MWS	A8	Output tax 23%	 23,000	-73,00	-59,35	-13,65	44270000
			RV		8100003407		1000003334		07.04.2015		07.04.2015	07.04.2015				50082629								70700000			5341836021	MWS	A8	Output tax 23%	 23,000	-460,00	-373,98	-86,02	44270000
			RV		8100003408		1000003336		07.04.2015		07.04.2015	07.04.2015				51382076								70700000			7772341472	MWS	A8	Output tax 23%	 23,000	-138,01	-112,20	-25,81	44270000
			RV		8100003409		1000003338		07.04.2015		07.04.2015	07.04.2015				51997313								70700000				MWS	A8	Output tax 23%	 23,000	-308,99	-251,21	-57,78	44270000
			RV		8100003410		1000003337		07.04.2015		07.04.2015	07.04.2015				52302822								70700000				MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100003411		1000003340		07.04.2015		07.04.2015	07.04.2015				50123875								70700000				MWS	A8	Output tax 23%	 23,000	-89,90	-73,09	-16,81	44270000
			RV		8100003412		1000003341		07.04.2015		07.04.2015	07.04.2015				51782665								70700000				MWS	A8	Output tax 23%	 23,000	-199,00	-161,79	-37,21	44270000
			RV		8100003413		1000003344		07.04.2015		07.04.2015	07.04.2015				52302932								70700000				MWS	A8	Output tax 23%	 23,000	-769,93	-625,96	-143,97	44270000
			RV		8100003414		1000003347		07.04.2015		07.04.2015	07.04.2015				51915650								70700000				MWS	A8	Output tax 23%	 23,000	-456,99	-371,54	-85,45	44270000
			RV		8100003415		1000003342		07.04.2015		07.04.2015	07.04.2015				50014651								70700000				MWS	A8	Output tax 23%	 23,000	-50,00	-40,65	-9,35	44270000
			RV		8100003416		1000003345		07.04.2015		07.04.2015	07.04.2015				52302934								70700000				MWS	A8	Output tax 23%	 23,000	-111,91	-90,98	-20,93	44270000
			RV		8100003417		1000003343		07.04.2015		07.04.2015	07.04.2015				51599050								70700000				MWS	A8	Output tax 23%	 23,000	-55,01	-44,72	-10,29	44270000
			RV		8100003417		1000003343		07.04.2015		07.04.2015	07.04.2015				51599050								70700000				MWS	A8	Output tax 23%	 23,000	-22,00	-17,89	-4,11	44270000
			RV		8100003418		1000003346		07.04.2015		07.04.2015	07.04.2015				50086471								70700000				MWS	A8	Output tax 23%	 23,000	-26,00	-21,14	-4,86	44270000
			RV		8100003418		1000003346		07.04.2015		07.04.2015	07.04.2015				50086471								70700000				MWS	A8	Output tax 23%	 23,000	-61,91	-50,33	-11,58	44270000
			RV		8100003418		1000003346		07.04.2015		07.04.2015	07.04.2015				50086471								70700000				MWS	A8	Output tax 23%	 23,000	-299,49	-243,49	-56,00	44270000
			RV		8100003418		1000003346		07.04.2015		07.04.2015	07.04.2015				50086471								70700000				MWS	A8	Output tax 23%	 23,000	-16,49	-13,41	-3,08	44270000
			RV		8100003418		1000003346		07.04.2015		07.04.2015	07.04.2015				50086471								70700000				MWS	A8	Output tax 23%	 23,000	-85,01	-69,11	-15,90	44270000
			RV		8100003419		1000003351		07.04.2015		07.04.2015	07.04.2015				51562922								70700000				MWS	A8	Output tax 23%	 23,000	-135,00	-109,76	-25,24	44270000
			RV		8100003420		1000003348		07.04.2015		07.04.2015	07.04.2015				51664292								70700000				MWS	A8	Output tax 23%	 23,000	-1.799,00	-1.462,60	-336,40	44270000
			RV		8100003421		1000003349		07.04.2015		07.04.2015	07.04.2015				52302977								70700000				MWS	A8	Output tax 23%	 23,000	-119,00	-96,75	-22,25	44270000
			RV		8100003422		1000003357		07.04.2015		07.04.2015	07.04.2015				51883476								70700000				MWS	A8	Output tax 23%	 23,000	-117,99	-95,93	-22,06	44270000
			RV		8100003423		1000003366		07.04.2015		07.04.2015	07.04.2015				52303059								70700000				MWS	A2	Output tax 8%	  8,000	-15,99	-14,81	-1,18	44270000
